Name;id;brewery_id;cat_id;style_id;Alcohol By Volume;International Bitterness Units;Standard Reference Method;Universal Product Code;filepath;Description;add_user;last_mod;Style;Category;Brewer;Address;City;State;Country;Coordinates;Website
Ten Thousand Brew Ale;4196;1072;3;32;10.0;0;0;0;;"Brew 10,000: One Brewer, Eighteen Years, Ten-Thousand Batches of Beer. 


Brew 10,000 is not so much a style of beer, rather it is a new recipe using some of the best ingredients John Maier has ever brewed with... Vienna, French Special Aroma, and Maris Otter Pale Malts; Yakima Summit and German Saphir Hops, Free-range Coastal Waters, and PacMan Yeast. 


Brew 10,000 was brewed only once, so its allocated and very, very limited. Its packaged in the swing-top 750-ml ceramic bottle and available only at select retailers. Note, Brew 10,000 was sold out at the brewery in early 2007, however, very limited amounts may still available in the retail trade, email Schuyler@rogue.com for a retailer near you.";0;2010-07-22T16:00:00-04:00;Imperial or Double India Pale Ale;North American Ale;Rogue Ales;2320 SE OSU Drive;Newport;Oregon;United States;44.6202,-124.052;http://www.rogue.com
Porter;4270;1142;2;25;5.5999999046;0;0;0;;"From the Sierra Nevada Brewing Co. website:

Dark and rich, Sierra Nevada Porter is a delicious, medium-bodied ale with a creamy head. The Porterâ€™s smooth flavor (malty with hints of caramel) comes from a blend of deep-roasted barley malts.



â€œâ€¦there can be little doubt that this is one of the best porters being brewed anywhere in the world today.â€


â€” Christopher Finch, A Connoisseurâ€™s Guide 

to the Worldâ€™s Best Beer


FIRST PLACE

California Brewers Festival (Robust Porter: 2000)

Colorado State Fair (Porter: 1996)";0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;Sierra Nevada Brewing Co.;1075 East 20th Street;Chico;California;United States;39.7246,-121.816;http://www.sierranevada.com/
Eisenbahn Weizenbock;4302;369;4;55;8.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;South German-Style Weizenbock;German Ale;Cervejaria Sudbrack;Rua Bahia, 5181;Blumenau;Santa Catarina;Brazil;-26.8914,-49.1223;http://www.eisenbahn.com.br/
Wachusetts IPA;4322;1332;3;31;0.0;0;0;0;;Nice Hoppy IPA - available in MA & NY only;0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Wachusetts Brewing Company;175 State Road East;Westminster;Massachusetts;United States;42.5586,-71.8715;http://www.wachusettbrew.com
Oktoberfest;4346;959;7;84;0.0;0;0;0;;Oktoberfest is our version of the perennial favorite Bavarian Autumn beer. Oktoberfest's deep golden hue helps bring to mind the old country and its time honored traditions. Brewed with Hallertau and Tettnang hops to balance its clean, malty sweetness, it's the perfect brew for a crisp Autumn day. Available from August to November.;0;2010-07-22T16:00:00-04:00;German-Style Oktoberfest;German Lager;Otter Creek Brewing & Wolaver's Organic Ales;793 Exchange Street;Middlebury;Vermont;United States;44.0197,-73.1693;http://www.ottercreekbrewing.com/
Cappuccino Stout;4472;765;3;42;8.3000001907;0;0;0;;Ale Brewed with Columbian Coffee. Brewed with Sebastopol's Own Hard Core Coffee.;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Lagunitas Brewing Company;1280 North McDowell Boulevard;Petaluma;California;United States;38.2724,-122.662;http://www.lagunitas.com/
Resurrection;4496;242;5;60;7.0;0;0;0;;"During the fermentation of the first batch of this Abbey-style dubbel, the yeast ""died"" and was ""resurrected"" by brewer Chris Cashell. Made with five types of barley malt and lots of sugar, this beer is quite flavorful, without being too sweet.";0;2010-07-22T16:00:00-04:00;Belgian-Style Dubbel;Belgian and French Ale;Brewer's Art;1106 N. Charles St.;Baltimore;Maryland;United States;39.3028,-76.6164;http://www.belgianbeer.com
Piston Bitter;4696;1244;1;5;5.0;0;0;0;;A full bodied special bitter brewed with British malt and American hops;0;2010-07-22T16:00:00-04:00;Extra Special Bitter;British Ale;The Alchemist;23 South Main Street;Waterbury;Vermont;United States;44.3372,-72.756;http://www.alchemistbeer.com/
White Ale;4747;848;5;67;4.8000001907000005;0;0;0;;This Limited Edition unfiltered Belgian Style Ale, brewed with premium unmatted wheat has a crisp & refreshing flavor. This thirst quenching ale has a blend of sweet orange peel, a subtle hint of coriander and a delicate twist of lemon.;0;2010-07-22T16:00:00-04:00;Belgian-Style White;Belgian and French Ale;Mendocino Brewing - Saratoga Springs;;Saratoga Springs;New York;United States;43.0831,-73.7846;http://www.mendobrew.com/
Rye IPA;4766;456;3;31;6.8000001907000005;0;0;0;;An aggressively hopped American Style Pale Ale brewed with Simcoe and Amarillo hops. The use of 20% rye gives this ale a unique dry and spicy character.;0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Dock Street Beer;701 S. 50th Street;West Philly;Pennsylvania;United States;39.9478,-75.2229;http://www.dockstreetbeer.com
Ridgeline Amber;4961;604;3;33;5.4000000954;0;0;0;;"Ridgeline Amber stands out as a stellar, complex choice in a sea of over-simplified amber beers available today. A malty, copper-hued treat from start to finish, Ridgeline begins with a distinctive, estery aroma. Followed with a complex, nutty malt flavor true to its Scottish-style heritage, Ridgeline delivers unparalleled character and dimension. A touch of hops rounds out its silky, full body, highlighting Ridgelineâ€™s subtle but engrossing character. Show your friends that you care about their taste buds by turning them on to our imminently balanced and perfectly complex Ridgeline Amber. 


Of interest to Great Divide historians â€“ Ridgeline originally debuted at the brewery as Great Divideâ€™s first beer, Arapahoe Amber. It was renamed in 2004 to better reflect the Colorado lifestyle that Great Divideâ€™s beers perfectly complement.";0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Great Divide Brewing;2201 Arapahoe Street;Denver;Colorado;United States;39.7539,-104.989;http://www.greatdivide.com/
Rahr's Bucking Bock;5030;1038;7;91;8.0;0;0;0;;Bucking Bock - it's a traditional German Spring Bock Beer - golden in color and mildly hopped...... Kick'n in at 8% alcohol - it has a smooth malty character that will surely thaw you out after a long cold winter. Spring is here and so is Rahr's Bucking Bock!;0;2010-07-22T16:00:00-04:00;German-Style Heller Bock/Maibock;German Lager;Rahr & Sons Brewing Company;701 Galveston Ave;Fortworth;Texas;United States;32.7366,-97.3274;http://www.rahrbrewery.com/
Strawberry Honey Amber Ale;5095;1049;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Red Star Brewery & Grille;101 Ehalt St.;Greensburg;Pennsylvania;United States;40.3044,-79.5471;http://www.redstarbrewery.com/
Padawan Pale Ale;5502;1336;3;26;5.0;0;0;0;;A mild pleasant ale with lingering hoppy notes.;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Walldorff Brew Pub;105 East State Street;Hastings;Michigan;United States;42.6488,-85.2875;http://walldorffbrewpub.com/
Samuel Adams Noble Pils;5743;157;7;77;5.1999998093;0;0;0;;Samuel Adams Noble Pils is one of the only brews made with all five Noble hops from the worldâ€™s growing regions. its bright flavor and lively, citrus hop character reminds us that the warm days of spring are just a few weeks away.;0;2010-07-22T16:00:00-04:00;German-Style Pilsener;German Lager;Boston Beer Company;30 Germania Street;Boston;Massachusetts;United States;42.3144,-71.1034;http://www.samueladams.com/
Old Salty;5796;645;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Heavyweight Brewing;;Ocean;New Jersey;United States;39.9653,-74.3118;
Moonglow Weizenbock;3827;1326;4;55;8.6999998093;0;0;0;;This dark amber wheat beer features fruity and spicy aromas galore.  Significant strength underlies the pleasant citric appeal of this bock beer. Redolent with the flavors of harvest fruit, Moonglow typifies the traditional weizenbock-style so thoroughly enjoyed throughout Bavaria. Left unfiltered, its unique yeast strain gives Moonglow a radiance all its own.;0;2010-07-22T16:00:00-04:00;South German-Style Weizenbock;German Ale;Victory Brewing;420 Acorn Lane;Downingtown;Pennsylvania;United States;40.0061,-75.6942;http://www.victorybeer.com
Kings Pilsener;3135;579;-1;-1;5.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Gold Crown Brewing;71 King Street North;Waterloo;Ontario;Canada;43.4676,-80.5231;
Black Forest Dunkelweizen;3145;576;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Glen Ellyn Sports Brew;;Glen Ellyn;Illinois;United States;41.8775,-88.067;
Pale;3271;1046;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Red Kettle Brewing;;Encinitas;California;United States;33.037,-117.292;
Walnut Buffalo Gold Premium Ale;3308;1068;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Rock Bottom Restaurant & Brewery - South Denver;9627 East County Line Road;Englewood;Colorado;United States;39.5678,-104.874;
Red Eye Amber;3372;631;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Hapa*s Brew Haus and Restaurant;;Kihei;Hawaii;United States;20.7592,-156.457;
Honey Brown;1190;925;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;O'Gara's Bar & Grill;146 Snelling Avenue North;Saint Paul;Minnesota;United States;44.9458,-93.167;
Stone Pale Ale;1258;1204;3;26;5.4000000954;0;0;0;;Our flagship ale, Stone Pale Ale is our Southern California interpretation of the classic British pale ale style. Deep amber in color, Stone Pale Ale is robust and full flavored. A delicate hop aroma is complemented by a rich maltiness. This is an ale for those who have learned to appreciate distinctive flavor. Stone Pale Ale is great by itself, or with food that requires a beer of character.;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Stone Brewing Co.;1999 Citracado Parkway;Escondido;California;United States;33.1157,-117.12;http://www.stonebrew.com/
Coffee Ale;1502;603;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Great Dane Pub and Brewing #2;2980 Cahill Main;Fitchburg;Wisconsin;United States;43.0177,-89.4232;
Yorkshire Terrier Premium Cask Bitter;1528;1389;-1;-1;4.1999998093;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;York Brewery;12 Toft Green;York;;England;53.9571,-1.0905;http://www.york-brewery.co.uk
Weiss Beer;1593;413;4;50;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;South German-Style Hefeweizen;German Ale;Crescent City Brewhouse;527 Decatur Street;New Orleans;Louisiana;United States;29.9558,-90.0641;
Three Sisters Golden Wheat;1752;754;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Krogh's Restaurant and Brewpub;23 White Deer Plaza;Sparta;New Jersey;United States;41.0323,-74.6407;
Witte Ezel;1902;266;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Brouwerij Bavik - De Brabandere;Rijksweg 33;Bavikhove;West-Vlaanderen;Belgium;50.8628,3.2992;
Eric the Red;1917;1066;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Rock Bottom Restaurant & Brewery - Minneapolis;800 LaSalle Plaza;Minneapolis;Minnesota;United States;44.9765,-93.2747;
Blonde;34;196;-1;-1;7.5;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Brasserie La Choulette;16 rue des Ecoles;Hordain;;France;50.2601,3.3125;
90 Shilling;208;935;1;7;5.3000001907;0;0;0;;We introduced 90 Shilling, our flagship beer, at our opening party in 1989. For a while, we'd been wondering - what would happen if we lightened up the traditional Scottish ale? The result is an irresistibly smooth and delicious medium-bodied amber ale. The name 90 Shilling comes from the Scottish method of taxing beer. Only the highest quality beers were taxed 90 Shillings. A shilling was a British coin used from 1549 to 1982. We think you'll find this original ale brilliantly refreshing, and worth every shilling.;0;2010-07-22T16:00:00-04:00;Scottish-Style Light Ale;British Ale;Odell Brewing;800 East Lincoln Avenue;Fort Collins;Colorado;United States;40.5894,-105.063;
Houblon;230;167;-1;-1;9.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Brasserie D'Achouffe;Rue du Village 32;Houffalize-Achouffe;Luxembourg;Belgium;50.1507,5.7442;
Fallen Angel Sweet Stout;246;501;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Empyrean Brewing Company;729 Q Street;Lincoln;Nebraska;United States;40.8155,-96.7105;
Ale Mary;461;1043;3;26;6.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;RCH Brewery;West Hewish;Weston-super-Mare;Somerset;United Kingdom;51.3723,-2.8773;
Pils;506;1120;-1;-1;4.9000000954;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Schussenrieder Erlebnisbrauerei;Wilhelm-Schussen-Strae 12;Bad Schussenried;Baden-Wrttemberg;Germany;48.004,9.6584;
Pilsner;612;120;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Big River Brewing;180 - 14200 Entertainment Boulevard;Richmond;British Columbia;Canada;49.1344,-123.065;
Anniversary IPA Glacier;974;1158;3;31;7.1999998093;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Sly Fox Brewhouse and Eatery - Royersford;312 North Lewis Road;Royersford;Pennsylvania;United States;40.1943,-75.534;http://www.slyfoxbeer.com/index1.asp
Lake Placid Frostbite Ale;5612;767;3;31;6.8000001907000005;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style India Pale Ale;North American Ale;Lake Placid Pub & Brewery;813 Mirror Lake Drive;Lake Placid;New York;United States;44.2829,-73.9813;http://www.ubuale.com/
Oktoberfest;5860;144;7;84;5.0100002289;28;0;0;bluepoint-oktoberfest.png;Blue Point Octoberfest is another palate-pleasing seasonal brew. Originally brewed in 1810 to celebrate the betrothal of the Crown Prince of Bavaria, Blue Point continues the celebration by traditionally brewing this special malty amber lager every October. Octoberfest lager is stored cold for 2 months to ensure its distinct smooth flavor. Tap a pint and celebrate the season!;179;2010-12-20T10:35:00-05:00;German-Style Oktoberfest;German Lager;Blue Point Brewing;161 River Avenue;Patchogue;New York;United States;40.7591,-73.0215;http://www.bluepointbrewing.com/
Auld Lang Syne;3324;389;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Coast Range Brewing;7050 Monterey Street;Gilroy;California;United States;37.0013,-121.566;
Blueberry Blonde;3403;1387;11;116;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Light American Wheat Ale or Lager;Other Style;Yegua Creek Brewing - Dallas;2920 North Henderson Ave;Dallas;Texas;United States;32.821,-96.7848;
Powder Hound Winter Ale;3764;122;1;13;0.0;0;0;0;;"Two words describe Montana winters... Cold, dark, and snowy. And we wouldn't have it any other way, because it's the only time of year for Powder Hound, our Northern Rockies Winter Ale. Rich malt taste and an avalanche of hops will make you want to say these three words- ""I'll have another Powder Hound!";;;Old Ale;British Ale;Big Sky Brewing;5417 Trumpeter Way;Missoula;Montana;United States;46.9223,-114.073;
Kipona Fest;3803;45;7;84;5.1999998093;0;0;0;;"This Oktoberfest style Marzen is a favorite at the famous Bavarian fall beer festivals. The distinct toasted malt flavor of this amber lager finishes quite crisp due to the extensive lagering of this beer. One sip and youâ€™ll swear youâ€™re in Munich.


""Kipona"" is the Indian word for ""sparkling water"". Each year, over Labor Day weekend, Harrisburg celebrates Kipona with a carnival and festival along the Susquehanna River and on City Island.";0;2010-07-22T16:00:00-04:00;German-Style Oktoberfest;German Lager;Appalachian Brewing Company;50 N. Cameron St.;Harrisburg;Pennsylvania;United States;40.2659,-76.8753;http://www.abcbrew.com
Prophecy;3938;1352;5;61;9.3000001907;0;0;0;;Prophecy is our third ale to be aged in bourbon barrels. We've taken our Merry Monks' Ale and carefully aged it in bourbon barrels. The result is a fabulous unique ale, softened with hints of vanilla and oak, with an intriguing finish to it. Prophecy is a limited release so when it's here, be sure to grab a case or two to lay away before its gone. 9.3% ABV.;0;2010-07-22T16:00:00-04:00;Belgian-Style Tripel;Belgian and French Ale;Weyerbacher Brewing Company;905 Line Street;Easton;Pennsylvania;United States;40.6732,-75.2249;http://www.weyerbacher.com/
Ale;2124;1153;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Slab City Brewing;;Bonduel;Wisconsin;United States;44.7403,-88.4448;
Schlafly Smoked Porter;2141;1092;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Saint Louis Brewery / Schlafy Tap Room;2100 Locust Street;Saint Louis;Missouri;United States;38.633,-90.21;http://www.schlafly.com/
Belgian Trippel;2214;1268;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Titletown Brewing;200 Dousman Street;Green Bay;Wisconsin;United States;44.52,-88.0173;
Belzebuth;2222;193;3;37;13.0;0;0;0;;"Beer of top fermentation, Belzebuth represents the achievement of a more than one hundred year-old know-how, the one of the Brewery Grain d'Orge. Under its copper colour, it hides a strong character for the lovers of sensations. It owes its strength to the subtle mixture of pure malts, hops and yeasts especially selected by our Master-Brewer.


At one time this beer was 15%. After the name change it was lowered to 13%.";0;2010-07-22T16:00:00-04:00;Golden or Blonde Ale;North American Ale;Brasserie Grain D'Orge;;Ronchin;;France;50.6054,3.0775;
Cleary Red;2595;651;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Hereford & Hops Restaurant and Brewpub #1;624 Ludington Street;Escanaba;Michigan;United States;45.7458,-87.056;
Redback Original Malt Wheat Beer;2615;835;-1;-1;4.6999998093;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Matilda Bay Brewing;130 Stirling Highway;North Fremantle;Western Australia;Australia;-32.0232,115.754;
